회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본영업이익률,매출액영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,도입기,성숙기,성장기,쇠퇴기,부실판단
(주)기주,86818,2022,-2.12,-2.44,-1.49,-2.13,40.67,20.59,233.27,210.58,61.05,-37.49,6.54,25.7,30.01,3.48,1.07,1.47,3.57,3.56,4.91,2.4,-7.77,8.306152579041267,8.31,20.94,4.53,43.66,4.75,1315.16,8.33,11.29,11.94,12.32,69.83,0.6976748488698336,9.87,5.24,0.97,0.73,0.73,0.96,2.97,15.0,1,0,0,0,0.0
주식회사KHPT,62224,2022,0.99,1.48,0.7,0.6,110.45,110.45,237.81,223.76,47.26,6.92,7.5,73.16,29.6,7.9,2.63,1.98,4.52,4.43,3.41,1.44,35.39,24.21508218655699,24.22,35.23,1.65,153.89,-1.97,3581.68,6.74,29.21,5.76,34.43,68.19,1.1713474497103669,2.1,1.84,5.02,1.33,1.3,4.4,1.84,18.0,1,0,0,0,0.0
주식회사라페트컴퍼니,87374,2022,-3.33,-3.48,-2.66,-70.24,2.53,2.53,394.48,389.0,76.43,-76.68,0.39,1.99,20.22,-15.44,-2.71,-89.35,-0.97,-1.09,-35.99,54.14,-10.5,-33.13126796644551,-33.13,-96.12,-0.24,-1.68,-0.22,18.95,0.16,0.16,4.23,-2110.42,-461.93,0.0378603762034459,2.03,0.14,0.04,0.03,0.03,0.04,0.14,17.0,1,0,0,0,0.0
주식회사우경정보기술,98359,2022,3.43,5.24,2.61,4.21,79.07,79.07,320.22,254.56,49.79,-12.68,27.58,47.9,23.8,-33.73,-8.07,-11.12,-7.2,-7.3,-10.24,2.72,0.0,0.0,35.4,53.45,22.19,15.61,16.96,3098.51,8.6,23.74,13.88,-80.1,4.46,0.0,2.58,1.6,1.82,0.73,0.71,1.31,1.57,16.0,1,0,0,0,0.0
주식회사우디스,98011,2022,-14.94,-18.45,-10.59,-13.74,128.5,103.49,243.27,150.54,57.41,12.5,12.59,56.35,29.13,-10.93,-3.86,-4.01,-4.25,-4.75,-5.11,0.41,0.0,0.0,52.47,139.19,3.85,3.94,3.97,68.95,0.22,0.56,0.28,-1437.04,-1029.65,0.0,6.79,2.43,2.01,0.96,0.93,1.8,1.93,15.0,1,0,0,0,0.0
주식회사에스제이개발,97495,2022,4.4,4.51,4.05,371.19,36.88,28.17,1164.85,885.34,89.77,-44.18,0.01,25.81,7.91,-33.73,-10.87,-294.01,-3.21,-3.77,-221.29,172.03,0.0,0.0,254.03,73.81,453.85,-92.41,38.68,-676.1,-1.25,-13.0,-114.38,0.0,0.0,0.0,0.0,0.09,0.13,0.04,0.02,0.02,0.05,9.0,1,0,0,0,0.0
평안제관주식회사,27077,2022,-4.07,-7.58,-2.06,-1.91,144.09,84.12,102.32,83.85,27.13,18.27,19.53,59.72,49.43,6.51,3.88,2.91,3.77,3.63,3.34,0.52,-0.7000000000000002,1.727957585489364,1.73,7.66,-5.96,15.89,-6.66,4847.12,13.28,66.49,12.35,23.6,63.95,1.0758405786070804,4.32,3.12,4.81,1.33,1.09,2.59,1.87,43.0,1,0,0,0,0.0
(주)한미유나이티드,68008,2022,-5.18,-6.87,-1.21,-4.48,331.3,68.82,30.55,29.31,17.64,51.93,7.31,74.38,76.6,-2.13,-1.66,-6.21,2.05,1.9,7.15,1.1,-6.81,-3.63339390237048,-3.63,-4.08,-2.32,-26.19,-3.71,4421.97,7.53,32.08,27.82,-22.31,31.11,0.2707261108290189,6.75,1.2,1.13,0.27,0.27,1.04,0.36,19.0,1,0,0,0,0.0
(주)에이치케이텍,92147,2022,11.47,20.35,5.64,5.0,207.04,109.19,96.95,66.96,27.74,36.39,18.25,70.39,50.78,6.02,3.35,2.63,3.96,3.93,3.32,0.2,-6.58,10.564584457996377,10.56,10.8,10.01,-17.37,6.53,1680.96,10.62,49.02,9.41,27.9,49.62,1.1287097521339082,3.6,3.04,5.37,1.28,1.19,3.99,1.69,26.0,1,0,0,0,0.0
(주)에스앤씨산업,58318,2022,3.5,5.0,0.54,1.02,289.82,257.69,18.08,17.63,10.72,28.35,61.14,43.28,84.69,3.18,3.61,5.15,3.46,2.14,3.87,-2.08,-3.33,11.997115645300044,12.0,39.91,-2.8,6.06,11.62,6761.98,9.07,24.62,17.29,29.77,41.89,0.524188575982828,3.34,1.59,1.36,0.7,0.55,0.91,1.41,24.0,1,0,0,0,0.0
(주)에스코리아,96769,2022,-6.21,-6.56,-4.34,-36.43,9.62,9.62,232.22,230.33,66.11,-62.66,3.45,6.67,30.1,161.37,242.19,225.74,-1.97,-2.12,-10.78,17.82,140.83,366.74041588883466,366.74,-52.07,1143.48,-77.07,-44.89,13645.45,30.51,204939.49,256.23,88.1,95.89,0.1190897371248654,4.52,1.16,568.38,1.07,0.2,0.24,1.16,20.0,1,0,0,0,0.0
실란트로주식회사,90776,2022,24.36,26.27,6.51,7.43,116.38,33.26,36.5,33.9,24.79,4.07,14.42,28.9,73.26,9.67,7.15,7.72,9.57,9.55,10.84,0.67,-5.880000000000001,1.0352111808813491,1.04,-13.3,8.32,7.48,8.17,5679.17,18.51,30.45,21.12,36.57,55.84,0.8764490259069202,18.96,8.21,1.38,0.93,0.88,1.28,2.82,15.0,1,0,0,0,0.0
주식회사진영알엔에치,80893,2022,-3.94,-5.38,-2.87,-2.16,111.47,73.25,267.72,160.29,53.29,5.0,9.47,48.59,27.19,13.84,3.89,2.67,5.13,5.11,3.72,1.1,4.109999999999999,7.250010985643334,7.25,10.2,4.61,17.64,2.06,1512.96,11.5,26.03,8.67,30.76,54.31,1.326385890518921,5.35,4.36,3.03,1.46,1.37,2.64,2.86,21.0,1,0,0,0,0.0
지우테크주식회사,84952,2022,-19.15,-27.43,-10.96,-4.74,179.49,88.75,133.65,121.6,39.95,41.37,20.89,93.41,42.8,27.07,12.71,4.48,16.63,16.28,6.22,0.39,-3.02,30.41630202094544,30.42,41.59,-38.45,16.5,-4.72,13477.36,34.74,3123.87,15.02,29.83,46.82,2.3131329611472817,7.69,4.86,202.99,2.84,2.62,26.75,2.9,25.0,1,0,0,0,0.0
광성전자(주),13073,2022,-2.14,-2.27,-0.19,-2.77,68.92,54.12,9.49,8.53,8.19,-2.42,15.21,5.37,91.33,0.0,-0.01,-0.01,0.16,0.06,1.04,2.31,-0.95,-26.537091168668702,-26.54,104.92,-29.12,86.7,1.61,628.28,0.41,14.39,6.16,-0.19,51.87,0.0671935047154489,12.71,2.25,2.35,0.98,0.06,0.06,1.68,31.0,1,0,0,0,0.0
(주)서진엘씨코리아,50012,2014,3.13,5.09,2.82,4.98,90.04,80.73,913.4,497.09,55.47,-4.88,1.76,44.17,9.87,-67.36,-12.21,-17.68,-9.48,-9.49,-15.83,4.71,-84.77,12.355522560076878,12.36,-12.67,45.3,-43.0,73.05,502.94,2.29,5.35,4.03,-438.43,-82.98,0.5668168948985435,1.47,1.33,1.68,0.69,0.6,1.2,1.2,25.0,1,0,0,0,0.0
(주)스타링크,62239,2017,-38.1,-52.4,-22.09,-71.69,52.05,52.05,137.97,59.49,42.16,-11.99,1.06,13.01,42.02,0.53,0.49,0.72,1.2,0.87,2.82,5.26,-55.61,0.3274681534851194,0.33,-3.2,0.88,18.24,-5.97,2854.51,14.27,58.56,46.31,1.55,43.8,0.3081224584951692,9.96,2.33,1.23,0.68,0.31,0.36,2.33,14.0,1,0,0,0,0.0
(주)비전오토모빌,89913,2022,-20.35,-21.19,-19.04,-14.02,91.85,10.72,1452.97,1182.44,89.84,-6.21,0.29,69.93,6.44,-19.46,-2.5,-1.02,-1.21,-1.3,-0.65,1.03,-96.41,186.9671704741021,186.97,193.95,171.93,-27.8,197.88,8368.97,15.93,233.28,11.73,-8.72,30.86,1.3575422865282842,1226.85,17.62,7.22,2.45,2.01,6.6,2.9,10.0,1,0,0,0,0.0
던필드알파,99512,2022,-0.79,-1.63,-0.39,-0.46,136.69,65.36,99.55,84.22,23.98,15.49,6.08,57.69,50.11,4.01,2.22,2.41,2.37,2.21,2.45,0.64,-0.1200000000000001,13.738337510106543,13.74,10.67,18.2,11.65,67.04,6202.58,15.17,82.68,17.9,13.48,45.23,0.8475943450256629,5.4,3.01,5.78,0.92,0.9,2.17,1.54,14.0,1,0,0,0,0.0
주식회사서경,46638,2017,-11.4,-23.84,-3.52,-4.95,227.2,125.5,44.75,38.42,14.78,33.76,0.25,60.31,69.08,2.53,1.97,2.43,2.47,2.05,2.57,-0.34,-0.27,27.83114773471482,27.83,60.24,-2.22,23.65,-6.58,3903.75,4.6,12.98,6.47,37.51,64.24,0.7114423804514658,5.31,2.63,1.94,0.81,0.8,1.77,1.45,20.0,1,0,0,0,0.0
(주)월곶식자재,96893,2022,-2.1,-2.25,-1.89,-4.2,187.35,175.61,871.53,192.1,83.77,17.27,29.62,37.04,10.29,-14.9,-1.8,-3.69,2.22,1.55,3.18,6.63,-19.39,18.69266490630824,18.69,64.53,1.98,-7.08,1.75,1775.6,7.68,12.26,17.1,-21.59,41.78,0.4489262860188525,320.73,1.62,0.72,0.49,0.49,0.72,1.51,9.0,1,0,0,0,0.0
주식회사가은투자개발,51644,2022,-30.28,-33.58,-29.46,-534.33,87.42,27.99,3585.85,3564.31,87.71,-12.16,2.94,84.54,2.71,-19.38,-0.8,-10.56,1.03,0.93,13.27,23.72,11.85,75.86771592470609,75.87,78.91,60.92,46.98,1.67,1235.39,2.95,44.86,53.5,-19.74,31.98,0.0551280756806466,0.0,0.16,0.85,0.08,0.07,0.44,0.08,18.0,1,0,0,0,0.0
(주)에어텍,72633,2019,-1.63,-1.93,-1.4,-4.42,38.53,37.67,606.35,335.08,72.59,-29.16,2.16,18.28,14.16,4.93,0.67,2.15,3.91,3.6,11.62,5.76,24.6,-4.213960601522983,-4.21,-16.44,-0.97,-38.78,-0.98,798.97,7.81,9.6,24.66,8.73,64.75,0.3165712303806867,4.24,1.61,0.39,0.31,0.31,0.39,1.58,20.0,1,0,0,0,0.0
일호종합건설(주),17206,2022,5.15,6.65,2.48,8.57,173.67,154.4,92.8,92.66,37.27,35.4,2.02,83.46,51.87,0.58,0.32,1.04,2.44,0.58,2.02,0.02,-1.25,0.3090657627880093,0.31,-7.49,-2.72,-66.61,-4.85,868.75,3.2,125.03,11.06,9.39,36.25,0.2892391764340601,1.08,0.37,11.02,0.31,0.29,3.1,0.33,42.0,1,0,0,0,0.0
주식회사쟈뎅,29945,2022,1.48,1.78,1.04,0.67,92.62,47.27,239.71,228.78,58.53,-4.97,1.02,62.38,29.44,-16.59,-6.3,-3.49,-3.1,-3.19,-1.95,1.58,-24.31,12.261151181024893,12.26,9.64,16.89,8.07,12.12,6901.5,11.74,42.32,7.58,-45.99,18.14,1.547587013167791,11.66,4.8,5.09,1.81,1.64,4.43,2.6,40.0,1,0,0,0,0.0
주식회사길진인터내셔날,53277,2015,2.4,2.82,1.7,1.67,104.0,41.19,241.36,230.29,60.12,2.7,1.43,70.16,29.29,3.05,0.97,0.9,4.54,4.34,4.17,2.79,-1.6800000000000006,4.375207504514723,4.38,9.82,-6.52,-11.39,-0.92,6387.83,29.36,106.71,28.88,3.13,25.89,1.0167432618790455,7.28,3.89,3.68,1.07,1.04,3.29,1.52,24.0,1,0,0,0,0.0
(주)미래테크,59349,2015,-6.22,-7.43,-6.03,-15.6,39.28,5.84,3163.12,2099.52,81.1,-39.07,0.01,25.27,3.06,-169.47,-17.26,-46.23,-12.16,-12.17,-32.72,10.2,-111.89,-7.367015654109936,-7.37,-20.68,-1.79,-25.55,-2.58,-459.61,-5.01,-8.12,-12.97,0.0,0.0,0.3865476629437548,9.69,6.6,0.62,0.37,0.37,0.51,1.35,16.0,1,0,0,0,0.0
(주)비콘아이앤씨,85757,2022,-5.01,-14.74,-3.69,-2.03,98.16,59.25,278.45,223.33,25.03,-1.08,2.0,57.93,26.42,-27.28,-13.13,-5.52,-9.97,-9.99,-5.39,0.28,-30.86,4.415782447389825,4.42,12.21,-4.7,21.53,-4.88,630.65,1.66,12.57,0.92,-602.91,-379.61,1.8145596175473029,7.01,5.63,13.39,2.38,1.85,4.21,3.31,16.0,1,0,0,0,0.0
와이피피(주),40899,2022,-5.88,-8.39,-3.71,-4.93,117.6,80.23,170.46,113.0,44.19,7.35,3.81,49.13,36.97,6.48,5.02,3.13,4.11,3.25,3.76,0.49,2.74,34.68161357060103,34.68,87.59,5.84,9.88,38.7,7828.52,11.62,1469.0,15.44,20.29,51.72,0.7523249534537422,7.73,3.11,5.66,1.6,0.86,1.52,2.0,31.0,1,0,0,0,0.0
(주)바라크,90525,2022,-6.43,-8.42,-5.21,-2.26,97.61,44.6,425.85,357.73,61.81,-1.63,7.31,66.4,19.02,17.61,3.51,1.33,8.42,8.3,3.19,0.8,-9.29,29.67574138639324,29.68,45.68,6.54,82.65,6.52,3850.07,18.45,66.3,8.0,16.69,52.26,2.306041536814313,12.2,8.38,8.55,2.63,2.6,7.08,4.12,15.0,1,0,0,0,0.0
(주)하영에스엠씨,93902,2022,-1.89,-3.51,-1.6,-0.85,68.94,28.5,540.86,468.61,45.54,-22.71,0.89,50.41,15.6,22.48,3.1,1.59,4.91,4.84,2.49,0.88,-6.710000000000001,7.1236688860378745,7.12,13.0,1.74,2.93,0.22,1829.87,14.92,32.47,7.96,20.04,56.1,1.875110803531885,13.42,11.69,4.08,1.95,1.94,3.81,3.95,7.0,1,0,0,0,0.0
주식회사대광주철,61064,2022,-4.19,-4.62,-2.86,-2.93,210.89,125.09,215.07,62.83,61.8,22.11,23.44,42.05,31.74,2.84,0.96,0.92,4.34,4.17,4.15,1.57,10.71,6.163685853019229,6.16,34.72,-7.99,19.62,-7.58,3620.69,12.77,24.12,13.07,7.04,80.07,0.976789140173958,7.28,4.32,1.77,1.05,1.01,1.62,2.67,32.0,1,0,0,0,0.0
주식회사그랜드,81401,2022,-0.23,-0.29,-0.18,-1.19,9.85,9.71,346.46,294.91,62.72,-59.55,0.21,6.51,22.4,-0.65,-0.15,-0.98,2.92,2.64,17.97,13.46,-87.75,-6.145429696715566,-6.15,-47.13,-0.79,13.46,-1.12,1698.58,10.28,16.12,67.86,-1.44,61.33,0.1514326864505128,15.46,1.62,0.24,0.16,0.15,0.16,1.61,18.0,1,0,0,0,0.0
제이케이모터스서비스주식회사,90898,2022,-18.0,-19.15,-12.12,-8.99,127.49,30.62,206.19,145.25,63.31,13.04,17.95,60.48,32.66,9.61,4.18,2.22,5.07,4.76,2.73,0.31,-20.93,83.60006397207232,83.6,115.57,49.64,-23.42,52.92,2879.05,10.95,32.94,8.12,27.37,46.73,1.3477596860404268,37.22,9.16,4.9,1.88,1.75,4.09,3.04,20.0,1,0,0,0,0.0
주식회사동광,56940,2022,-2.05,-2.86,-0.49,-12.42,13.18,11.31,31.24,9.88,17.04,-6.54,9.83,0.99,76.2,0.2,0.18,3.86,0.56,0.55,14.0,13.2,-9.28,-1.0755258992376773,-1.08,-78.97,2.74,-24.8,3.14,4616.14,2.87,3.45,73.12,5.28,59.57,0.0392666929083193,272.5,1.43,0.05,0.05,0.04,0.04,1.37,17.0,1,0,0,0,0.0
주식회사현다이엔지,90454,2022,-9.49,-9.75,-5.74,-18.89,178.01,100.13,153.44,22.11,58.91,6.8,79.58,15.53,39.46,-21.54,-9.58,-27.32,-10.41,-10.46,-32.05,4.04,-34.82,15.760505519512812,15.76,-25.14,28.69,-38.09,29.83,1095.54,6.01,8.49,19.77,-138.19,-36.32,0.3040871228935177,13.75,2.68,0.42,0.35,0.33,0.41,1.68,16.0,1,0,0,0,0.0
(주)송당,86210,2022,-3.58,-5.02,-2.33,-4.51,94.84,70.98,185.37,136.73,46.31,-2.47,4.56,45.44,35.04,1.76,0.42,0.69,5.0,4.99,8.78,4.46,-117.7,22.57346570654504,22.57,67.78,0.11,93.05,-6.34,1441.49,8.43,18.53,16.33,4.24,67.15,0.516002474942204,4.35,2.08,1.1,0.61,0.57,0.95,1.42,25.0,1,0,0,0,0.0
(주)에이치디텍,93819,2022,-14.91,-40.58,-8.9,-1.87,169.33,136.41,148.12,141.39,21.94,39.51,22.29,96.5,40.3,-24.71,-11.65,-2.44,-7.89,-7.94,-1.66,0.09,-50.09,0.8150631095765977,0.82,-0.38,50.78,-17.17,87.12,72.69,0.82,30.13,0.17,-1409.79,-1198.83,4.75254274133285,11.67,6.78,226.78,4.77,4.77,163.17,4.92,19.0,1,0,0,0,0.0
주식회사신기석유,93981,2022,-5.86,-6.99,-4.52,-0.28,164.83,150.43,336.69,183.1,64.65,27.18,48.46,69.11,22.9,7.67,1.78,0.11,4.36,3.91,0.23,0.12,0.0,0.0,10.27,16.88,-2.1,93.22,-2.43,766.97,9.51,32.67,0.6,17.78,62.78,0.0,98.17,27.27,53.95,16.75,16.67,50.92,24.79,22.0,1,0,0,0,0.0
동원설비(주),83285,2022,202.98,0.0,13.07,8.94,1408.57,1406.66,6.88,6.88,0.0,84.23,296.25,90.67,93.56,11.9,12.05,7.17,14.15,13.33,8.73,-0.53,-60.55,9.292242173619774,9.29,11.01,-5.01,-31.28,-16.64,3080.14,17.75,7091.32,12.14,59.09,80.3,1.462116275980777,5.65,1.7,531.15,1.68,1.53,15.26,1.7,27.0,1,0,0,0,0.0
주식회사아카데미코스메틱,73621,2016,26.5,168.99,22.35,14.33,87.28,87.28,539.29,511.22,13.23,-10.17,70.85,69.79,15.64,55.55,6.63,4.36,7.39,7.31,5.03,0.17,0.0,0.0,-12.6,-26.99,60.47,-49.99,51.23,1618.98,22.71,105.27,14.56,29.95,39.68,0.0,20.44,1.89,7.67,1.52,1.45,6.36,1.89,10.0,1,0,0,0,0.0
주식회사디자인파크개발,51313,2022,-3.0,-3.46,-2.12,-5.14,38.71,26.61,241.56,157.4,61.31,-28.24,0.69,17.84,29.28,2.04,0.74,1.44,3.21,3.05,6.69,4.91,-4.31,23.41065302704156,23.41,34.94,21.16,8.11,30.87,5087.31,10.72,14.59,25.98,5.53,45.4,0.4125235754433249,5.8,3.61,0.64,0.52,0.46,0.55,2.66,23.0,1,0,0,0,0.0
동서화학공업주식회사,14099,2022,-3.82,-5.48,-1.78,-2.22,100.68,79.63,86.88,67.4,32.42,0.25,15.3,36.31,53.51,4.24,3.06,2.75,0.74,0.29,0.34,0.87,-5.449999999999999,12.726916473048174,12.73,12.85,12.66,33.17,8.16,10042.9,12.99,37.9,16.23,16.93,44.73,0.8005381078244541,6.04,2.93,2.33,1.11,0.85,1.33,2.34,50.0,1,0,0,0,0.0
이채건설(주),88020,2022,-26.48,-27.73,-16.06,-419.15,209.96,79.64,154.14,78.43,57.92,33.94,1.54,64.8,39.35,0.66,0.32,6.82,-0.51,-1.25,-27.31,33.55,-6.57,48.049333550410125,48.05,28.45,105.86,-72.51,104.41,1745.53,3.43,10.18,89.49,7.62,64.96,0.0383150747623552,0.98,0.13,0.15,0.05,0.05,0.15,0.07,8.0,1,0,0,0,0.0
태광철강주식회사,41741,2022,-1.22,-2.72,-0.89,-0.33,52.2,43.05,268.26,238.94,32.56,-31.02,0.27,33.87,27.16,5.89,1.84,0.59,3.71,3.6,1.25,0.53,-4.320000000000001,16.71205910046806,16.71,10.29,20.3,9.83,20.33,3102.38,9.0,14.48,3.38,17.54,52.72,2.662727873900384,12.49,9.98,4.68,3.11,2.87,4.4,8.25,29.0,1,0,0,0,0.0
(주)MS이엔지,42524,2022,-1.88,-3.81,-1.34,-1.8,72.11,35.99,245.6,237.08,35.11,-19.13,0.76,49.47,28.93,-3.31,-1.2,-1.32,0.11,0.09,0.1,1.73,-14.42,30.372105519453257,30.37,78.54,3.13,14.56,2.9,919.36,3.57,8.31,4.81,-27.33,38.42,0.7412725069041178,4.07,3.77,1.75,0.91,0.84,1.49,1.92,42.0,1,0,0,0,0.0
주식회사디케이티,76611,2017,-4.81,0.0,-3.77,-1.02,157.0,156.35,361.25,206.26,0.0,25.49,4.11,70.21,21.68,92.72,26.57,3.94,24.86,24.84,5.67,0.03,75.62,299.2719674628128,44.93,88.51,-6.18,38.08,11.23,7927.35,25.07,4730.37,6.77,58.17,81.18,3.201431649833613,8.24,7.02,735.54,6.74,4.38,12.03,6.89,12.0,1,0,0,0,0.0
(주)비츠로밀텍,82606,2022,-0.81,-2.5,-0.41,-0.65,155.95,87.87,101.08,60.07,16.28,16.72,34.83,46.59,49.73,1.01,0.56,0.79,0.34,0.24,0.37,-0.03,-19.33,4.458943025431485,4.46,-13.77,28.07,6.33,28.14,2136.82,8.38,19.29,13.38,5.92,57.54,0.6260717002594751,6.29,2.02,1.43,0.7,0.64,1.32,1.24,32.0,1,0,0,0,0.0
주식회사포천샘물,98755,2022,2.33,4.43,2.19,2.99,71.34,64.15,1579.78,391.21,49.42,-6.68,8.89,16.61,5.95,17.98,1.1,1.45,2.58,2.57,3.41,1.69,-38.67999999999999,6.376252728755142,6.38,168.49,-5.05,155.39,-5.23,2656.05,12.5,15.19,17.09,8.48,76.89,0.7316161336921335,9.09,7.44,0.87,0.76,0.75,0.85,6.42,4.0,1,0,0,0,0.0
(주)디에이취엠씨,50599,2022,3.45,14.15,1.41,1.54,166.12,104.7,69.1,59.54,9.97,23.28,2.94,58.49,59.14,12.06,8.36,7.62,5.0,4.18,4.17,-0.73,4.6000000000000005,20.298473976633325,20.3,50.76,-6.36,-1.03,-4.27,11744.37,11.8,37.07,12.86,59.25,82.68,0.917329475854162,12.82,2.76,2.82,1.1,1.0,2.14,1.89,19.0,1,0,0,0,0.0
엘씨텍주식회사,71115,2022,-16.31,-28.71,-10.15,-9.4,162.83,83.62,165.1,137.02,35.37,32.48,37.72,84.16,37.72,8.13,3.34,2.73,0.26,0.07,0.06,0.62,-5.93,15.676277508865072,15.68,20.57,-4.86,-8.59,-4.42,2849.43,12.29,119.14,11.37,23.99,51.79,1.0807577938162898,13.29,2.61,10.24,1.22,1.16,6.65,1.4,26.0,1,0,0,0,0.0
주원테크주식회사,69354,2022,-6.85,-9.06,-3.64,-4.2,113.73,41.52,113.13,95.41,40.16,6.15,5.91,50.92,46.92,8.02,4.59,3.69,5.17,4.62,4.21,0.67,-0.5099999999999998,72.5243849376654,72.52,33.37,148.09,44.46,276.49,5499.6,9.54,23.97,11.03,33.47,54.9,0.8653250427723593,7.86,5.07,3.43,1.24,1.1,2.51,1.94,26.0,1,0,0,0,0.0
주식회사한원그룹,88096,2022,-37.5,-42.81,-35.03,-1871.62,142.35,24.52,1417.85,816.66,81.82,22.79,6.76,76.59,6.59,1.49,0.13,5.22,1.36,1.29,54.79,50.22,0.71,70.6445194581908,70.64,32.98,2225.99,411.98,1577.01,510.54,1.24,10.33,66.04,7.9,93.26,0.0187156305146622,0.0,0.21,0.3,0.03,0.02,0.15,0.03,13.0,1,0,0,0,0.0
주식회사아이가코리아,75727,2017,-21.53,-35.17,-20.67,-27.3,98.27,48.62,2385.48,1872.45,58.76,-1.31,5.85,74.03,4.02,-125.14,-13.01,-10.78,-14.53,-14.55,-12.31,0.92,0.0,0.0,256.62,632.39,44.82,-26.04,368.86,87.53,2.39,42.68,3.16,-340.98,-272.5,0.0,7.28,3.44,15.34,1.21,1.18,3.45,1.8,10.0,1,0,0,0,0.0
농업회사법인돈구라주식회사,89786,2022,-22.09,-23.81,-12.71,-9.32,59.12,26.29,135.49,135.07,53.37,-23.45,0.16,33.91,42.47,-17.14,-17.29,-5.85,-7.2,-7.69,-5.05,0.85,-23.23,26.63109103688565,26.63,139.42,1.98,0.71,0.41,-287.65,-1.27,-3.84,-0.93,0.0,0.0,1.362993679354697,25.2,9.43,4.1,2.96,1.52,2.08,5.67,16.0,1,0,0,0,0.0
주식회사이스트밸리티앤에스,49750,2022,-9.17,-10.91,-7.04,-3.75,126.82,73.42,330.6,326.83,64.5,20.36,3.4,96.26,23.22,2.22,0.51,0.27,2.83,2.8,1.5,0.31,0.0,0.0,-0.08,-1.09,35.75,-2.13,158.08,972.51,6.78,456.7,3.62,7.5,48.02,0.0,4.61,3.82,181.96,1.88,1.87,57.73,1.94,25.0,1,0,0,0,0.0
주식회사엠텍,52595,2022,3.53,6.94,2.21,1.61,104.41,103.05,166.92,142.48,31.8,2.36,2.09,55.74,37.47,17.72,6.71,4.44,7.53,7.44,5.13,0.64,0.0,0.0,11.62,22.07,0.75,16.34,4.76,3538.91,18.3,48.99,13.31,33.33,63.42,0.0,3.04,2.82,3.77,1.51,1.45,3.12,2.71,27.0,1,0,0,0,0.0
보은용사촌주식회사,63156,2022,-0.58,-0.96,-0.57,-0.54,70.7,61.47,6839.83,6382.24,59.55,-26.94,3.04,65.02,1.44,102.12,1.02,0.92,4.16,4.14,3.73,1.47,-81.53,9.70384531308326,9.7,17.65,-2.53,-13.92,-6.05,1442.07,7.92,33.4,7.46,12.3,62.27,1.0607479170533127,27.73,2.12,4.34,1.12,1.11,2.99,1.76,22.0,1,0,0,0,0.0
주식회사원규플러스,100421,2022,1.04,1.25,0.88,5.67,23.03,23.03,567.69,294.7,70.55,-33.97,22.25,10.16,14.98,7.8,1.21,7.21,2.99,2.99,18.35,10.36,0.0,0.0,8.98,62.65,5.06,1.07,5.21,2508.07,11.63,13.3,74.53,9.67,50.63,0.0,39.6,1.9,0.18,0.17,0.16,0.18,1.9,12.0,1,0,0,0,0.0
중온건설(주),94047,2022,-16.97,-18.11,-16.16,-42.27,217.35,75.36,1994.23,692.51,89.2,38.8,15.99,71.87,4.78,30.77,1.39,3.33,4.19,4.18,10.05,4.84,72.99,19.560834261978684,19.56,44.94,-17.4,334.0,-17.91,1677.36,5.61,20.53,14.68,22.69,77.77,0.382235779433429,3.91,2.63,1.26,0.42,0.42,1.23,0.63,10.0,1,0,0,0,0.0
삼익전자산업(주),76261,2022,-6.63,-13.79,-5.58,-2.35,99.71,73.22,530.4,404.48,40.47,-0.18,0.07,63.98,15.86,3.81,0.65,0.25,2.81,2.76,1.11,0.69,-1.36,9.69874906716714,9.7,19.42,-4.15,-5.11,-4.35,1738.5,7.29,23.36,3.06,8.13,62.55,2.379694094261678,6.28,5.64,7.46,2.6,2.49,6.47,4.05,28.0,1,0,0,0,0.0
주식회사선일,99050,2022,5.39,6.74,4.31,3.41,30.77,24.55,401.76,356.89,63.97,-49.24,9.85,21.89,19.93,10.52,2.26,1.58,3.63,3.6,2.89,1.25,-0.4100000000000001,-2.9621833892480747,-2.96,-18.62,2.57,2.53,3.74,3177.0,21.05,34.25,16.65,9.46,32.66,1.2641793300873678,9.08,6.33,2.09,1.43,1.25,1.64,5.18,14.0,1,0,0,0,0.0
주식회사넥시스코어,99833,2022,-9.8,-16.37,-2.89,-2.47,220.43,93.42,41.78,38.71,17.64,32.88,43.88,60.18,70.53,12.16,11.14,6.91,10.42,9.97,7.97,-0.01,8.8,14.83072837555947,14.83,-20.65,254.23,-6.29,82.33,4838.5,26.67,1049.21,22.79,30.32,41.26,1.1700491457501905,11.85,3.02,59.46,1.61,1.25,4.58,1.72,11.0,1,0,0,0,0.0
